"Store","StoreType","Assortment","competition_distance","inventory_risk","forecastability","replenishment_freq","store_segment","avg_daily_forecast","forecast_volatility","avg_mape","pct_excellent","pct_poor","safety_stock","reorder_point","min_stock_level","max_stock_level","optimal_order_qty","demand_cv_pct","alert_level","days_of_stock","velocity_ratio","recommended_order_qty","last_7d_avg_sales","last_7d_mape","sales_rank","accuracy_rank","total_sales","historical_avg_sales","total_customers","avg_daily_customers","sales_per_customer","trading_days","rank_by_avg_sales","rank_by_total_sales","rank_by_efficiency","percentile","promo_day_pct","growth_pct","historical_cv_pct","rfm_segment","composite_score"
42,"a","c","290","Low risk","Forecastable","Daily","Premium","10200","1145","16.41","36.2","14.2","8056","33872","3272","146072","71400","11.2","OK       - Stock sufficient","7.0","1.00","35700","10238","12.8","89","287","7928768","10178","856938","1100","9.16","779","91","84","332","91.9","44.9","7.2","24.4","Star",10
178,"d","a","1710","Low risk","Hard to forecast","Daily","Premium","10170","1678","19.23","32.2","19.8","10385","35306","4796","147176","71190","16.5","MONITOR  - Reorder soon","6.4","1.09","35595","11070","12.7","90","483","7870142","10090","720381","924","10.76","780","94","86","192","91.7","45.1","8.1","29.2","High Volume",10
256,"a","c","80","Low risk","Hard to forecast","Daily","Premium","10161","981","24.19","30.7","28.1","9828","33287","2804","145058","71127","9.7","OK       - Stock sufficient","8.0","0.88","35564","8922","32.6","91","714","7630314","9833","967823","1247","7.79","776","103","97","453","90.8","44.8","-9.1","28.8","High Volume",8
1089,"d","a","5220","Low risk","Forecastable","Daily","Premium","10141","802","17.60","38.4","14.5","7393","32715","2292","144266","70987","7.9","MONITOR  - Reorder soon","6.6","1.07","35494","10804","16.4","92","368","7915233","10161","781006","1003","10.06","779","92","85","255","91.8","44.9","3.9","22.4","Star",11
104,"a","a","390","Low risk","Highly forecastable","Daily","Premium","10133","837","8.45","65.5","0.4","4839","32791","2392","144254","70931","8.3","MONITOR  - Reorder soon","6.8","1.03","35466","10481","6.3","93","4","7939205","10127","1028904","1312","7.69","784","93","83","462","91.7","45.0","3.6","14.0","Star",11
1080,"a","a","2410","Low risk","Forecastable","Daily","Premium","10045","754","12.49","47.9","3.9","5740","32290","2155","142785","70315","7.5","MONITOR  - Reorder soon","5.9","1.20","35158","12009","15.3","94","64","6338656","10191","523432","842","12.06","622","90","241","96","92.0","44.1","7.0","17.7","Star",9
679,"a","a","4140","Low risk","Forecastable","Every 2 days","High","9983","1227","13.98","42.1","8.2","7495","33456","3507","143269","69881","12.3","MONITOR  - Reorder soon","6.9","1.01","34941","10126","9.8","95","124","7796037","9944","832152","1061","9.32","784","96","88","317","91.5","45.0","3.4","21.7","Star",12
722,"a","a","50","Low risk","Forecastable","Every 2 days","High","9981","781","15.29","41.7","11.2","6593","32175","2232","141966","69867","7.8","OK       - Stock sufficient","8.7","0.81","34934","8041","26.7","96","217","7711931","9837","1241124","1583","6.17","784","102","91","565","90.9","45.0","-0.5","20.6","Star",11
1101,"d","c","4060","Low risk","Forecastable","Every 2 days","High","9980","1285","17.50","36.5","14.9","8664","33612","3672","143392","69860","12.9","MONITOR  - Reorder soon","6.2","1.12","34930","11185","15.9","97","363","7818257","9972","774945","988","9.97","784","95","87","263","91.6","45.0","6.1","25.3","Star",10
799,"a","c","2700","Low risk","Forecastable","Every 2 days","High","9977","777","14.32","42.4","9.5","6304","32152","2221","141899","69839","7.8","MONITOR  - Reorder soon","6.9","1.02","34920","10193","13.5","98","149","7708195","9895","700034","899","10.94","779","98","92","180","91.3","44.9","2.1","20.5","Star",11
911,"a","c","16490","Low risk","Forecastable","Every 2 days","High","9972","1136","14.65","44.5","10.9","7422","33163","3247","142855","69804","11.4","MONITOR  - Reorder soon","6.7","1.04","34902","10347","11.4","99","171","7749768","9885","712986","909","10.79","784","100","90","190","91.1","45.0","4.0","22.7","Star",12
964,"a","a","270","Low risk","Hard to forecast","Every 2 days","High","9968","808","19.59","36.5","18.9","7890","32213","2309","141861","69776","8.1","MONITOR  - Reorder soon","6.4","1.09","34888","10824","14.5","100","507","7534699","9760","1077174","1395","6.94","772","107","102","527","90.5","45.1","-1.6","24.5","Star",11
709,"a","a","500","Medium risk","Forecastable","Every 2 days","High","9902","2877","13.23","43.9","3.2","11966","37928","8222","146850","69314","29.1","MONITOR  - Reorder soon","6.9","1.01","34657","10007","7.6","101","90","7751342","9887","1017426","1298","7.63","784","99","89","467","91.2","45.0","4.3","32.1","High Volume",9
807,"a","a","3870","Low risk","Forecastable","Every 2 days","High","9858","725","12.63","47.8","4.8","5630","31646","2072","140084","69006","7.4","MONITOR  - Reorder soon","6.5","1.07","34503","10554","8.1","102","71","7669453","9820","767032","982","9.95","781","104","94","265","90.8","44.8","2.8","17.3","Star",10
316,"d","a","9000","Low risk","Hard to forecast","Every 2 days","High","9827","1026","19.07","30.1","17.4","8288","32413","2932","140510","68789","10.4","MONITOR  - Reorder soon","6.6","1.07","34395","10495","15.0","103","473","7677532","9856","702532","902","10.80","779","101","93","189","91.0","44.9","3.8","25.4","Star",10
434,"a","a","13020","Low risk","Forecastable","Every 2 days","High","9818","1097","13.15","47.2","6.9","6825","32589","3135","140587","68726","11.2","MONITOR  - Reorder soon","6.3","1.12","34363","10977","13.3","104","87","6160800","9905","461312","742","13.31","622","97","270","35","91.4","44.1","8.8","20.8","Star",9
615,"d","a","730","Low risk","Hard to forecast","Every 2 days","High","9815","905","17.81","34.6","16.2","7582","32031","2586","139996","68705","9.2","MONITOR  - Reorder soon","6.7","1.04","34353","10220","13.1","105","381","7585401","9712","968524","1240","7.76","781","110","98","455","90.2","44.8","-1.4","23.7","Star",9
599,"d","c","580","Low risk","Forecastable","Every 2 days","High","9771","1178","14.63","42.3","8.8","7452","32680","3367","140161","68397","12.1","MONITOR  - Reorder soon","6.6","1.06","34199","10367","13.4","106","169","7659466","9770","686442","876","11.10","784","106","96","167","90.6","45.0","1.9","21.6","Star",12
333,"a","c","3720","Low risk","Forecastable","Every 2 days","High","9732","835","15.22","36.9","8.3","6619","31582","2386","138634","68124","8.6","MONITOR  - Reorder soon","6.4","1.09","34062","10577","12.4","107","211","7662181","9773","993414","1267","7.66","784","105","95","465","90.7","45.0","5.3","20.5","Star",11
157,"a","c","2950","Low risk","Forecastable","Every 2 days","High","9721","1293","16.22","39.3","11.2","8201","32858","3695","139789","68047","13.3","MONITOR  - Reorder soon","6.9","1.01","34024","9858","11.1","108","274","7574054","9723","771078","990","9.74","779","109","99","279","90.3","44.9","3.8","24.9","Star",10
4,"c","c","620","Low risk","Forecastable","Every 2 days","High","9661","779","13.92","47.3","10.6","6070","31209","2226","137480","67627","8.1","MONITOR  - Reorder soon","6.3","1.10","33814","10661","13.7","109","119","7556507","9638","1036254","1322","7.25","784","115","101","501","89.8","45.0","6.1","20.1","Star",11
1097,"b","b","720","Low risk","Highly forecastable","Every 2 days","High","9655","1256","8.66","67.5","2.3","5979","32555","3590","138760","67585","13.0","MONITOR  - Reorder soon","6.4","1.09","33793","10497","4.6","110","5","9179413","9745","2280508","2421","4.02","942","108","41","580","90.4","38.2","9.4","19.5","Star",9
368,"d","c","1450","Low risk","Hard to forecast","Every 2 days","High","9637","1107","27.08","20.2","34.6","10622","32075","3164","138082","67459","11.5","WATCH    - Demand surging","5.2","1.34","90395","12928","26.5","111","746","7526231","9686","553908","713","13.32","777","112","103","34","90.0","44.8","7.7","32.6","High Volume",7
593,"a","c","33060","Low risk","Forecastable","Every 2 days","High","9618","1223","15.67","44.9","12.6","7802","32349","3495","138147","67326","12.7","MONITOR  - Reorder soon","6.7","1.04","33663","10008","15.0","112","240","7454238","9508","965705","1232","7.67","784","120","108","464","89.3","45.0","2.8","24.7","Star",11
421,"c","c","3530","Low risk","Hard to forecast","Every 2 days","High","9616","1502","17.90","39.1","19.7","9212","33141","4293","138917","67312","15.6","WATCH    - Demand surging","5.4","1.31","88179","12580","24.5","113","388","7517189","9588","795282","1014","9.36","784","116","105","313","89.7","45.0","6.1","29.2","High Volume",9
914,"c","c","2640","Low risk","Forecastable","Every 2 days","High","9573","1419","15.45","41.6","12.5","8282","32774","4055","138077","67011","14.8","OK       - Stock sufficient","7.0","1.01","33506","9621","12.2","114","227","7453259","9507","888608","1133","8.33","784","121","109","404","89.2","45.0","3.9","25.0","Star",11
35,"d","c","7660","Low risk","Hard to forecast","Every 2 days","High","9535","1392","21.04","27.5","22.6","9712","32583","3978","137468","66745","14.6","MONITOR  - Reorder soon","6.3","1.11","33373","10559","13.8","115","594","7558693","9703","568401","730","13.06","779","111","100","46","90.1","44.9","14.8","30.9","High Volume",7
69,"c","c","1130","Low risk","Forecastable","Every 2 days","High","9514","868","16.10","41.2","12.8","6858","31023","2481","135677","66598","9.1","MONITOR  - Reorder soon","6.7","1.04","33299","9935","11.4","116","267","7362059","9426","924441","1184","7.90","781","128","120","443","88.6","44.8","-3.2","23.1","Star",10
431,"d","c","4520","Low risk","Forecastable","Every 2 days","High","9508","793","14.64","41.7","9.8","6244","30790","2266","135378","66556","8.3","MONITOR  - Reorder soon","6.7","1.05","33278","9993","14.1","117","170","7419918","9525","780912","1002","9.44","779","119","112","306","89.4","44.9","7.0","20.9","Star",11
587,"d","c","330","Low risk","Forecastable","Every 2 days","High","9506","1035","17.18","36.1","14.8","7625","31476","2958","136042","66542","10.9","MONITOR  - Reorder soon","5.5","1.27","33271","12063","15.2","118","341","6020227","9663","427184","686","13.97","623","113","290","18","89.9","44.0","15.8","25.2","Star",8
1026,"c","a","450","Low risk","Hard to forecast","Every 2 days","High","9495","1249","22.67","28.5","23.3","9721","32054","3569","136499","66465","13.2","MONITOR  - Reorder soon","6.7","1.04","33233","9900","17.7","119","664","7397085","9496","919445","1180","7.93","779","122","113","441","89.1","44.9","2.3","29.0","High Volume",8
269,"a","c","60","Low risk","Hard to forecast","Every 2 days","High","9493","1528","23.16","29.8","26.7","10650","32846","4367","137269","66451","16.1","OK       - Stock sufficient","7.9","0.89","33226","8424","31.5","120","679","7281084","9347","959027","1231","7.47","779","137","129","479","87.7","44.9","-2.1","32.3","High Volume",7
27,"a","a","60","Low risk","Hard to forecast","Every 2 days","High","9492","1289","22.13","27.6","26.7","9687","32160","3684","136572","66444","13.6","MONITOR  - Reorder soon","6.8","1.03","33222","9797","22.7","121","641","7383809","9479","837237","1075","8.68","779","123","116","372","89.0","44.9","4.5","30.8","High Volume",7
868,"d","c","1360","Low risk","Forecastable","Every 2 days","High","9486","781","14.68","41.5","8.3","6212","30690","2232","135036","66402","8.2","MONITOR  - Reorder soon","6.1","1.15","33201","10872","12.7","122","173","7480652","9578","509296","652","14.62","781","117","107","5","89.6","44.8","0.2","20.0","Star",10
843,"c","a","60","Low risk","Hard to forecast","Every 2 days","High","9486","767","17.43","39.1","18.7","6917","30650","2192","134996","66402","8.1","MONITOR  - Reorder soon","6.8","1.03","33201","9739","14.8","122","358","7423466","9469","875136","1116","8.42","784","125","111","395","88.9","45.0","-6.9","23.3","Star",10
921,"a","a","840","Medium risk","Forecastable","Every 2 days","High","9473","2525","12.74","47.1","5.1","10665","35635","7216","139838","66311","26.7","OK       - Stock sufficient","8.3","0.85","33156","8031","14.0","123","73","7389638","9474","853783","1095","8.69","780","124","114","371","89.0","45.1","-7.4","31.2","High Volume",9
533,"a","c","5950","Low risk","Forecastable","Every 2 days","High","9449","1432","14.95","40.5","10.4","8130","32439","4092","136378","66143","15.2","WATCH    - Demand surging","5.2","1.33","87970","12608","22.5","124","196","7505547","9660","701034","902","10.62","777","114","106","204","89.9","44.8","16.0","26.9","High Volume",8
626,"c","c","10740","Low risk","Hard to forecast","Every 2 days","High","9444","1137","21.23","29.9","22.7","8979","31581","3249","135465","66108","12.0","MONITOR  - Reorder soon","6.0","1.18","33054","11109","17.6","125","607","7318373","9383","647107","830","11.17","780","132","123","163","88.2","45.1","2.2","28.6","High Volume",10
938,"a","a","2820","Low risk","Forecastable","Every 2 days","High","9436","1001","13.80","43.6","7.7","6582","31169","2861","134965","66052","10.6","MONITOR  - Reorder soon","6.3","1.12","33026","10538","11.9","126","112","7375962","9408","755547","964","9.70","784","129","117","283","88.5","45.0","1.9","20.4","Star",11
1064,"a","c","420","Low risk","Forecastable","Every 2 days","High","9423","847","15.74","41.0","10.7","6659","30690","2421","134343","65961","9.0","MONITOR  - Reorder soon","6.6","1.06","32981","10034","13.9","127","244","7365896","9456","831862","1068","8.80","779","126","118","362","88.8","44.9","6.6","21.8","Star",11
739,"d","c","2770","Low risk","Hard to forecast","Every 2 days","High","9421","999","20.28","28.8","21.9","8315","31118","2855","134749","65947","10.6","MONITOR  - Reorder soon","6.0","1.16","32974","10955","14.1","128","553","5944868","9558","476019","765","12.34","622","118","305","82","89.5","44.1","15.4","27.7","High Volume",7
129,"a","a","2460","Low risk","Forecastable","Every 2 days","High","9398","752","16.32","39.3","13.0","6532","30343","2149","133721","65786","8.0","OK       - Stock sufficient","7.0","1.00","32893","9369","11.1","129","281","5727451","9208","724918","1165","7.84","622","149","344","448","86.6","44.1","-4.6","22.1","Star",9
809,"a","a","12770","Low risk","Hard to forecast","Every 2 days","High","9391","1441","25.09","26.0","26.7","10852","32291","4118","135592","65737","15.3","MONITOR  - Reorder soon","6.6","1.07","32869","10005","14.9","130","729","7317626","9394","624924","802","11.49","779","130","124","137","88.4","44.9","2.0","32.0","High Volume",7
267,"c","a","2460","Low risk","Hard to forecast","Every 2 days","High","9383","1231","17.97","39.4","20.0","8337","31667","3518","134880","65681","13.1","MONITOR  - Reorder soon","5.6","1.26","32841","11784","23.0","131","393","7282702","9289","881620","1125","8.23","784","143","128","413","87.2","45.0","2.5","28.1","High Volume",9
233,"a","a","1890","Low risk","Forecastable","Every 2 days","High","9380","843","13.32","43.5","5.2","5980","30549","2409","133729","65660","9.0","MONITOR  - Reorder soon","5.9","1.19","32830","11125","15.0","132","95","7365681","9431","805731","1032","9.09","781","127","119","338","88.7","44.8","3.5","19.1","Star",10
167,"a","a","140","Medium risk","Hard to forecast","Every 2 days","High","9372","1988","21.13","29.8","23.4","11341","33797","5681","136889","65604","21.2","MONITOR  - Reorder soon","6.2","1.12","32802","10533","17.3","133","600","7250708","9296","823044","1055","8.66","780","141","132","374","87.3","45.0","8.9","34.6","High Volume",8
387,"c","a","210","Low risk","Hard to forecast","Every 2 days","High","9371","1191","22.74","28.4","25.4","9494","31517","3404","134598","65597","12.7","MONITOR  - Reorder soon","6.0","1.16","32799","10878","22.0","134","667","7171744","9375","915984","1197","7.71","765","134","144","460","88.1","44.8","1.0","29.7","High Volume",8
308,"a","a","1070","Low risk","Hard to forecast","Every 2 days","High","9360","1162","20.34","30.8","20.3","8762","31401","3321","134361","65520","12.4","OK       - Stock sufficient","7.3","0.96","32760","8987","15.8","135","556","7183229","9353","720753","938","9.84","768","136","138","272","87.8","44.9","-9.5","28.5","High Volume",8
